Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 06,AMR,BLD 06,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8755555,2020-03,02/24/2020,03/23/2020,28,E20291369,N,206.68,Basic Water and Sewer,Yes,20,206.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 06,AMR,BLD 06,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8868012,2020-04,03/23/2020,04/23/2020,31,E20291369,N,155.01,Basic Water and Sewer,Yes,15,155.01,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 08,AMR,BLD 08,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8561378,2020-01,12/23/2019,01/26/2020,34,E20290495,N,258.35,Basic Water and Sewer,Yes,25,258.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 08,AMR,BLD 08,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8668852,2020-02,01/26/2020,02/24/2020,29,E20290495,N,268.69,Basic Water and Sewer,Yes,26,268.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 08,AMR,BLD 08,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759701,2020-03,02/24/2020,03/23/2020,28,E20290495,N,310.02,Basic Water and Sewer,Yes,30,310.02,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 08,AMR,BLD 08,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8867536,2020-04,03/23/2020,04/23/2020,31,E20290495,N,361.69,Basic Water and Sewer,Yes,35,361.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 18,AMR,BLD 18,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562630,2020-01,12/23/2019,01/26/2020,34,E20308398,N,268.69,Basic Water and Sewer,Yes,26,268.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 18,AMR,BLD 18,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8669676,2020-02,01/26/2020,02/24/2020,29,E20308398,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 18,AMR,BLD 18,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759842,2020-03,02/24/2020,03/23/2020,28,E20308398,N,227.35,Basic Water and Sewer,Yes,22,227.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 18,AMR,BLD 18,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8863325,2020-04,03/23/2020,04/23/2020,31,E20308398,N,289.35,Basic Water and Sewer,Yes,28,289.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 16,AMR,BLD 16,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562295,2020-01,12/23/2019,01/26/2020,34,E20312472,N,1219.42,Basic Water and Sewer,Yes,118,1219.42,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 16,AMR,BLD 16,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8668708,2020-02,01/26/2020,02/24/2020,29,E20312472,N,1467.44,Basic Water and Sewer,Yes,142,1467.44,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 16,AMR,BLD 16,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8760268,2020-03,02/24/2020,03/23/2020,28,E20312472,N,1291.76,Basic Water and Sewer,Yes,125,1291.76,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 16,AMR,BLD 16,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8885403,2020-04,03/23/2020,04/23/2020,31,E20312472,N,1560.45,Basic Water and Sewer,Yes,151,1560.45,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 10,AMR,BLD 10,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562299,2020-01,12/23/2019,01/26/2020,34,E20290492,N,124.01,Basic Water and Sewer,Yes,12,124.01,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 10,AMR,BLD 10,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8668502,2020-02,01/26/2020,02/24/2020,29,E20290492,N,82.67,Basic Water and Sewer,Yes,8,82.67,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 10,AMR,BLD 10,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8760346,2020-03,02/24/2020,03/23/2020,28,E20290492,N,124.01,Basic Water and Sewer,Yes,12,124.01,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 10,AMR,BLD 10,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8860463,2020-04,03/23/2020,04/23/2020,31,E20290492,N,175.68,Basic Water and Sewer,Yes,17,175.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 14,AMR,BLD 14,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562319,2020-01,12/23/2019,01/26/2020,34,E20231894,N,382.36,Basic Water and Sewer,Yes,37,382.36,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 14,AMR,BLD 14,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8666933,2020-02,01/26/2020,02/24/2020,29,E20231894,N,341.03,Basic Water and Sewer,Yes,33,341.03,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 14,AMR,BLD 14,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759782,2020-03,02/24/2020,03/23/2020,28,E20231894,N,341.03,Basic Water and Sewer,Yes,33,341.03,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 14,AMR,BLD 14,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8870597,2020-04,03/23/2020,04/23/2020,31,E20231894,N,330.69,Basic Water and Sewer,Yes,32,330.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 12,AMR,BLD 12,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562584,2020-01,12/23/2019,01/26/2020,34,E20179084,N,134.34,Basic Water and Sewer,Yes,13,134.34,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 12,AMR,BLD 12,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8664610,2020-02,01/26/2020,02/24/2020,29,E20179084,N,134.34,Basic Water and Sewer,Yes,13,134.34,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 12,AMR,BLD 12,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759839,2020-03,02/24/2020,03/23/2020,28,E20179084,N,124.01,Basic Water and Sewer,Yes,12,124.01,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 12,AMR,BLD 12,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8870664,2020-04,03/23/2020,04/23/2020,31,E20179084,N,144.68,Basic Water and Sewer,Yes,14,144.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 05,AMR,BLD 05,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562586,2020-01,12/23/2019,01/26/2020,34,E20333760,N,640.71,Basic Water and Sewer,Yes,62,640.71,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 05,AMR,BLD 05,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8664607,2020-02,01/26/2020,02/24/2020,29,E20333760,N,537.37,Basic Water and Sewer,Yes,52,537.37,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 05,AMR,BLD 05,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759847,2020-03,02/24/2020,03/23/2020,28,E20333760,N,506.37,Basic Water and Sewer,Yes,49,506.37,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 05,AMR,BLD 05,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8870670,2020-04,03/23/2020,04/23/2020,31,E20333760,N,578.71,Basic Water and Sewer,Yes,56,578.71,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 02,AMR,BLD 02,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8577337,2020-01,12/23/2019,01/26/2020,34,E21207684,N,475.37,Basic Water and Sewer,Yes,46,475.37,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 02,AMR,BLD 02,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8668505,2020-02,01/26/2020,02/24/2020,29,E21207684,N,578.71,Basic Water and Sewer,Yes,56,578.71,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 02,AMR,BLD 02,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8760356,2020-03,02/24/2020,03/23/2020,28,E21207684,N,609.71,Basic Water and Sewer,Yes,59,609.71,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 02,AMR,BLD 02,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8868094,2020-04,03/23/2020,04/23/2020,31,E21207684,N,857.73,Basic Water and Sewer,Yes,83,857.73,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,AMR,BLD 07,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562469,2020-01,12/23/2019,01/26/2020,34,E20290719,N,206.68,Basic Water and Sewer,Yes,20,206.68,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,AMR,BLD 07,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8666631,2020-02,01/26/2020,02/24/2020,29,E20290719,N,155.01,Basic Water and Sewer,Yes,15,155.01,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,AMR,BLD 07,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8759790,2020-03,02/24/2020,03/23/2020,28,E20290719,N,165.35,Basic Water and Sewer,Yes,16,165.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,AMR,BLD 07,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8870928,2020-04,03/23/2020,04/23/2020,31,E20290719,N,196.35,Basic Water and Sewer,Yes,19,196.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 04,AMR,BLD 04,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8562470,2020-01,12/23/2019,01/26/2020,34,E20453240,N,361.69,Basic Water and Sewer,Yes,36,361.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 04,AMR,BLD 04,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8667240,2020-02,01/26/2020,02/24/2020,29,E20453240,N,341.03,Basic Water and Sewer,Yes,33,341.03,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 04,AMR,BLD 04,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8760304,2020-03,02/24/2020,03/23/2020,28,E20453240,N,289.35,Basic Water and Sewer,Yes,28,289.35,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 04,AMR,BLD 04,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8870927,2020-04,03/23/2020,04/23/2020,31,E20453240,N,434.03,Basic Water and Sewer,Yes,42,434.03,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8561447,2020-01,12/23/2019,01/26/2020,34,E20527603,N,423.70,Basic Water and Sewer,Yes,41,423.7,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8668252,2020-02,01/26/2020,02/24/2020,29,E20527603,N,310.02,Basic Water and Sewer,Yes,30,310.02,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8760239,2020-03,02/24/2020,03/23/2020,28,E20527603,N,268.69,Basic Water and Sewer,Yes,26,268.69,0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8870739,2020-04,03/23/2020,04/23/2020,31,E20527603,N,310.02,Basic Water and Sewer,Yes,30,310.02,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),202-06 116TH AVENUE,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8562380,2020-01,12/25/2019,01/25/2020,31,E21226233,Y,39.34,Basic Water and Sewer,Yes,1,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),202-06 116TH AVENUE,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8668835,2020-02,01/25/2020,02/23/2020,29,E21226233,N,36.80,Basic Water and Sewer,Yes,1,36.8,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),202-06 116TH AVENUE,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8775601,2020-03,02/23/2020,03/25/2020,31,E21226233,Y,39.34,Basic Water and Sewer,Yes,1,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),202-06 116TH AVENUE,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8866797,2020-04,03/25/2020,04/25/2020,31,E21226233,N,39.34,Basic Water and Sewer,Yes,1,39.34,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),148-13 SUTTER AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8560894,2020-01,12/23/2019,01/26/2020,34,E19354760,N,43.15,Basic Water and Sewer,Yes,3,0,43.15
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),148-13 SUTTER AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8661020,2020-02,01/26/2020,02/24/2020,29,E19354760,N,36.80,Basic Water and Sewer,Yes,2,36.8,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),148-13 SUTTER AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8759138,2020-03,02/24/2020,03/23/2020,28,E19354760,N,35.53,Basic Water and Sewer,Yes,0,0,35.53
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),148-13 SUTTER AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8863329,2020-04,03/23/2020,04/23/2020,31,E19354760,N,39.34,Basic Water and Sewer,Yes,2,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),1502 BEACH 12TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8560913,2020-01,12/23/2019,01/26/2020,34,E20687113,N,93.01,Basic Water and Sewer,Yes,9,93.01,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),1502 BEACH 12TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8670458,2020-02,01/26/2020,02/24/2020,29,E20687113,N,82.67,Basic Water and Sewer,Yes,8,82.67,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),1502 BEACH 12TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8758545,2020-03,02/24/2020,03/23/2020,28,E20687113,N,72.34,Basic Water and Sewer,Yes,7,72.34,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),1502 BEACH 12TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8863381,2020-04,03/23/2020,04/23/2020,31,E20687113,N,82.67,Basic Water and Sewer,Yes,8,82.67,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-22 166TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8562494,2020-01,12/23/2019,01/26/2020,34,E14830605,N,43.15,Basic Water and Sewer,Yes,0,0,43.15
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-22 166TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8668230,2020-02,01/26/2020,02/24/2020,29,E14830605,N,36.80,Basic Water and Sewer,Yes,0,0,36.8
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-22 166TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8759564,2020-03,02/24/2020,03/23/2020,28,E14830605,N,35.53,Basic Water and Sewer,Yes,0,35.53,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-22 166TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8868080,2020-04,03/23/2020,04/23/2020,31,E14830605,N,39.34,Basic Water and Sewer,Yes,0,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),132-19 BENNETT COURT,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8562499,2020-01,12/23/2019,01/26/2020,34,K12109723,N,43.15,Basic Water and Sewer,Yes,0,0,43.15
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),132-19 BENNETT COURT,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8668191,2020-02,01/26/2020,02/24/2020,29,K12109723,N,36.80,Basic Water and Sewer,Yes,0,0,36.8
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),132-19 BENNETT COURT,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8759130,2020-03,02/24/2020,03/23/2020,28,K12109723,N,35.53,Basic Water and Sewer,Yes,0,0,35.53
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),132-19 BENNETT COURT,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8868074,2020-04,03/23/2020,04/23/2020,31,K12109723,N,39.34,Basic Water and Sewer,Yes,0,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),143-03 105TH AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8562462,2020-01,12/25/2019,01/25/2020,31,E20297751,Y,39.34,Basic Water and Sewer,Yes,4,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),143-03 105TH AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8668532,2020-02,01/25/2020,02/23/2020,29,E20297751,Y,41.34,Basic Water and Sewer,Yes,4,41.34,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),143-03 105TH AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8775777,2020-03,02/23/2020,03/25/2020,31,E20297751,Y,39.34,Basic Water and Sewer,Yes,4,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),143-03 105TH AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8867436,2020-04,03/25/2020,04/25/2020,31,E20297751,N,39.34,Basic Water and Sewer,Yes,4,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),104-06 FARMERS BOULEVARD,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8627554,2020-01,01/10/2020,02/09/2020,30,N32651139,Y,38.07,Basic Water and Sewer,Yes,3,38.07,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),104-06 FARMERS BOULEVARD,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8697711,2020-03,02/09/2020,03/11/2020,31,N32651139,Y,39.34,Basic Water and Sewer,Yes,3,39.34,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),104-06 FARMERS BOULEVARD,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8797334,2020-03,03/11/2020,04/09/2020,29,N32651139,Y,36.80,Basic Water and Sewer,Yes,3,36.8,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),150-36 116TH ROAD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8562400,2020-01,12/23/2019,01/26/2020,34,V48009196,N,43.15,Basic Water and Sewer,Yes,4,0,43.15
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),150-36 116TH ROAD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8669686,2020-02,01/26/2020,02/24/2020,29,V48009196,N,36.80,Basic Water and Sewer,Yes,3,36.8,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),150-36 116TH ROAD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8759889,2020-03,02/24/2020,03/23/2020,28,V48009196,N,35.53,Basic Water and Sewer,Yes,3,35.53,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),150-36 116TH ROAD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8860471,2020-04,03/23/2020,04/23/2020,31,V48009196,N,39.34,Basic Water and Sewer,Yes,3,39.34,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),118-03 204TH STREET,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8627504,2020-01,01/10/2020,02/09/2020,30,N32139458,Y,38.07,Basic Water and Sewer,Yes,1,38.07,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),118-03 204TH STREET,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8697714,2020-03,02/09/2020,03/11/2020,31,N32139458,Y,39.34,Basic Water and Sewer,Yes,1,39.34,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),118-03 204TH STREET,NONE,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8797343,2020-03,03/11/2020,04/09/2020,29,N32139458,Y,36.80,Basic Water and Sewer,Yes,1,36.8,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),178-14 BAISLEY BOULEVARD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8561355,2020-01,12/23/2019,01/26/2020,34,E21225755,N,72.34,Basic Water and Sewer,Yes,7,72.34,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),178-14 BAISLEY BOULEVARD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8669692,2020-02,01/26/2020,02/24/2020,29,E21225755,N,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),178-14 BAISLEY BOULEVARD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8759731,2020-03,02/24/2020,03/23/2020,28,E21225755,N,51.67,Basic Water and Sewer,Yes,5,51.67,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),178-14 BAISLEY BOULEVARD,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8885381,2020-04,03/23/2020,04/23/2020,31,E21225755,N,39.34,Basic Water and Sewer,Yes,4,0,39.34
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),194-17 114TH DRIVE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8562303,2020-01,12/23/2019,01/26/2020,34,E19333161,N,361.69,Basic Water and Sewer,Yes,35,361.69,0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),194-17 114TH DRIVE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8668304,2020-02,01/26/2020,02/24/2020,29,E19333161,N,279.02,Basic Water and Sewer,Yes,27,279.02,0
